"人气排序","小说名称","作者","小说类型","总点击数","会员周点击数","总字数","评论数","评分","小说性质","写作进程","授权状态","更新时间","内容简介"
394,"大官人","三戒大师","历史小说",489133,2032,3876812,12210,9.6,"公众作品","连载中","签约作品","2016/10/23 8:50","　　永乐九年，盛世天下，国大民骄，四海来朝！
???     值此时，问一声，谁不想当大官人！"
395,"锦衣夜行","月关","历史小说",19760557,224,3822450,140482,9.8,"公众作品","已经完本","Ａ级签约","2012/10/17 21:37","　　靖难削藩，迁都修典，征蒙古，下南洋，我无处不在，却无人知道我在。
???     乾坤入袖，锦衣夜行，低调！低调才是王道。
???     曲折的生命传承，延续的被动命运，成就了他的崛起和反攻。
???     看似没有主动权的冒牌货，却扭转了自己生命轨迹的被动局面，让整个相关环境，都展开了新的局面！
???     风起云涌的夺帝之争，步步为营的削藩改革，永乐大典的光辉时刻，大改迁都的操控乾坤，平内攘外，大小事件，所有的光芒里，都抹不去他的影子、掩盖不住他的足迹！
???     明初历史，风波不断。那是个动荡将息的年代，却有着一批英雄枭雄搅动历史，将大明朝的统治，推至第一个高潮！
???     在这样的历史之中，一个来自现代的小人物，如何翻云覆雨，插手如此动荡之中，成就自己的低调辉煌？！"
396,"山神","宝石猫","仙侠小说",539652,54,3557970,10961,9.4,"公众作品","新书上传","Ａ级签约","2016/1/31 16:36","　　带着一堆景区游览图，方凌穿越到了一个仙侠世界！一个和他所处地球不一样的世界！
???     就在他哀怨自己竟然带了一堆没有用的游览图时，暮然发现：
???     前世中的昆仑变成了仙境！五岳变成了神山！
???     黄山变成了洞天！青城山变成了福地！
???     就是那云梦山也变成了……
???     大量的修士，在这充满危险的仙境神山、洞天福地中冒着生命危险苦苦追求一枚灵药，而方凌却好似旅游一般，靠着游览图正确的路线，将一枚枚仙草神药纳入自己的口袋中!
???     就在他准备一步步修炼时，却发现游览图并没有那么简单……
???     山神精英群80885001"
397,"英雄联盟之极品天才","小木不是小暮","游戏小说",583448,74,3427816,8251,9.7,"公众作品","已经完本","Ａ级签约","2016/7/17 20:50","　　新书【【联盟王座】】已发，客户端往下拉即可看到………………???     五楼神秘代练，一个月青铜到国服前百；???     四大路人高手，一支黑马战队横扫全球。???     某智为他耀武扬威的大叫：“还有谁，谁能赐他一死？；某莫，为他做国服第一四百五英雄系列；某苍为他的比赛声嘶力竭，激情呐喊……
???     与韩国第一中单大魔王的约定又算什么，他已经国服，美服，韩服，三服登顶！???     “用脑子玩游戏，可比光速QA一秒五刀要可贵的多”???     【另类套路，奇葩战术】且看一个游戏天才，如何用常人所不理解的套路，登上世界之巅!???     －－－－－???     PS【不喜欢看学院卷的，可以看完前几章直接开始第二卷】"
398,"枪械主宰","突然光和热","游戏小说",629592,431,1972778,15060,9.7,"公众作品","新书上传","Ａ级签约","2016/10/22 21:40","　　未来世界异兽横行，人类不再是世界的主宰。
???     这一天，一名来自过去身怀《地下城与勇士》神枪手技能的年轻人来到了这个世界。
???"
399,"霹雳之丹青闻人","浮云奔浪","二次元小说",911903,61,2783670,4304,9.8,"VIP作品","新书上传","专属作品","2016/3/7 9:51","　　这一卷的简介最简单。环保大帝:人间又污秽了，吃我大便当啦！"
400,"召唤圣剑","西贝猫","游戏小说",3971449,112,5937994,26446,9.6,"公众作品","已经完本","Ａ级签约","2015/1/23 16:34","　　这是一个混乱的年代，黑暗的阴影吞噬万物
???     在烈火与死亡中挣扎，绝望与虚无笼罩大陆
???     现实与幻想的界限变的模糊，当那一点星光闪耀在夜空中时
???     能否改变这灭亡的命运，重新唤回那失落的的荣耀？
???     罗德曾是网络游戏《龙魂大陆》中最强大的玩家公会星光的会长，而就在他率领众玩家打败游戏中从未被人击败过的最终BOSS虚空之龙后，他却意外的来到了一个和游戏几乎完全相同的世界。
???     命运的轨迹从来不曾固定，一切都掌握在自己的手中。
???     带着玩家专属职业召唤剑士穿越到这个世界，曾经被称为最强玩家的他，要如何面对这片大陆即将到来的混乱与毁灭，改变大陆的命运？
???     【西贝猫出品完本保证】
???     新书《幽暗主宰》（3434764）已上传，希望大家继续支持（\^V^/)"
401,"神级圣骑","一枕孤梦","游戏小说",404620,81,1074155,2121,9.7,"公众作品","已经完本","Ａ级签约","2016/7/8 18:51","　　重生六年前，为了baby的奶粉钱，再次进入《诸神》。
???     网游新书《王者之盾》开启，请收藏投票，拜谢！"
402,"神魔时代","东水流","玄幻小说",104686,15,1922660,462,9.4,"公众作品","已经完本","签约作品","2015/7/2 4:00","　　这是一个神魔横行的世界，神战不断，人族危机重重，有天资纵横之辈开创出长生之法，与神同齐，号为仙；有心智坚韧者以凶兽精血沐浴肉身，锻炼体魄，战力可怕，创出逆天武技，征伐神魔。。。???     推荐一本新书《极道天人》"
403,"万界天王2","罗森","玄幻小说",34757,11,682867,4148,9.8,"公众作品","新书上传","Ａ级签约","2015/11/6 7:01","　　《万界天王》的续集《万界天王2》，请加入书架，继续支持罗森！
???     杀人夺宝、杀妹证道；当街打脸，还说低调！
???     修仙修道……修你妹！哪来这么多修行千年的白痴死中二？
???     到底是有没有出过社会啊！
???     史上最爽快、最波澜壮阔的吐槽之旅即将展开……"
404,"星期天神大人不在家","悠悠晓仙","二次元小说",539507,5,1306334,4299,9.8,"VIP作品","情节展开","专属作品","2015/10/29 19:38","　　那个男孩子
???     比我帅
???     所以要分手？
???     好
???     那么我就……
???     把他抢过来！
???     目前经历世界按时间顺序排列：圣斗士星矢（略）→仙剑奇侠传四（略）→最终幻想圣子降临→刀剑神域→七龙珠（已废）→犬夜叉→拳皇→约会大作战"
405,"斗破苍穹","天蚕土豆","玄幻小说",149842883,535,5324579,516305,7.3,"公众作品","出版中","Ａ级签约","2013/7/3 11:18","　　这里是属于斗气的世界，没有花俏艳丽的魔法，有的，仅仅是繁衍到巅峰的斗气！
???     新书等级制度：斗者，斗师，大斗师，斗灵，斗王，斗皇，斗宗，斗尊，斗圣，斗帝。
???"
406,"道门法则","八宝饭","仙侠小说",254299,13,763503,3304,9.9,"公众作品","新书上传","Ａ级签约","2015/8/26 1:44","　　三十六天无极，三千世界鸿蒙！

???     大明，我来了！

???     道门，我来了！

???     符诏，我来了！

???     在统治世俗的道门中一步步迈向权力的高峰，向着飞升天界的目标而去！

???"
407,"位面穿越之帝王之路","王不过霸","游戏小说",609456,238,2353646,5586,9.7,"公众作品","已经完本","Ａ级签约","2016/8/3 15:43","　　籍籍无名的大学生李轩在惨遭毒打之后，意外获得一款神秘的系统，能够自由穿梭于无垠位面之中，原本平凡的命运悄然改变。"
